"age","marital","education","housing","loan","contact","month","duration","pdays","TermDeposit"
48,"divorced","secondary","yes","no","cellular","may",87,-1,"no"
46,"married","secondary","no","no","cellular","apr",102,192,"no"
44,"married","primary","yes","no","unknown","jun",105,-1,"no"
23,"single","secondary","no","no","cellular","jul",315,-1,"no"
57,"divorced","secondary","yes","yes","unknown","may",333,-1,"no"
34,"married","secondary","yes","no","cellular","jul",59,-1,"no"
56,"divorced","tertiary","yes","yes","unknown","may",181,-1,"no"
35,"divorced","secondary","yes","no","cellular","jun",102,96,"no"
27,"single","tertiary","yes","no","cellular","may",105,-1,"no"
34,"married","secondary","yes","no","cellular","jul",254,-1,"no"
32,"married","secondary","yes","no","unknown","jun",193,-1,"no"
37,"single","secondary","no","no","cellular","may",553,-1,"no"
31,"married","primary","yes","yes","unknown","jun",61,-1,"no"
28,"single","tertiary","no","no","cellular","jul",383,-1,"no"
41,"married","tertiary","yes","no","cellular","nov",239,-1,"no"
24,"married","secondary","yes","no","cellular","may",212,-1,"no"
54,"married","primary","yes","no","cellular","jul",106,-1,"no"
31,"single","secondary","yes","no","cellular","nov",313,180,"no"
29,"married","secondary","yes","no","cellular","jul",76,-1,"no"
60,"married","primary","no","no","cellular","aug",142,-1,"no"
36,"married","tertiary","no","yes","cellular","nov",135,152,"no"
36,"divorced","tertiary","yes","no","cellular","nov",192,-1,"no"
30,"married","secondary","yes","no","unknown","may",132,-1,"no"
41,"single","secondary","no","yes","cellular","nov",222,98,"no"
33,"married","secondary","yes","no","unknown","may",218,-1,"no"
31,"single","secondary","no","no","unknown","may",174,-1,"no"
34,"single","tertiary","yes","no","cellular","nov",128,-1,"no"
32,"married","secondary","no","no","cellular","aug",289,-1,"yes"
34,"single","secondary","yes","no","unknown","may",140,-1,"no"
34,"married","tertiary","no","no","cellular","aug",94,-1,"no"
50,"single","secondary","yes","no","unknown","may",136,-1,"no"
23,"single","secondary","yes","yes","cellular","may",358,-1,"no"
31,"divorced","secondary","yes","no","cellular","may",13,-1,"no"
29,"single","secondary","yes","no","cellular","may",233,-1,"no"
47,"divorced","tertiary","no","no","cellular","aug",149,-1,"no"
32,"single","secondary","yes","no","cellular","may",442,266,"yes"
60,"married","secondary","no","no","cellular","sep",183,184,"yes"
26,"single","secondary","no","no","telephone","jan",393,-1,"no"
40,"married","primary","yes","no","cellular","feb",171,277,"no"
57,"married","unknown","no","no","unknown","jun",98,-1,"no"
42,"single","tertiary","yes","no","unknown","may",373,-1,"no"
48,"married","secondary","no","no","unknown","jun",65,-1,"no"
31,"single","secondary","no","no","unknown","may",261,-1,"no"
42,"married","secondary","yes","yes","cellular","aug",186,-1,"no"
35,"divorced","secondary","yes","no","unknown","may",250,-1,"no"
25,"single","secondary","yes","no","cellular","jul",113,-1,"no"
36,"divorced","primary","no","no","telephone","jul",304,-1,"no"
37,"married","tertiary","yes","no","cellular","apr",47,-1,"no"
33,"married","secondary","yes","no","cellular","nov",330,-1,"no"
36,"single","tertiary","no","no","cellular","oct",169,182,"yes"
25,"single","secondary","no","yes","cellular","jul",634,-1,"yes"
43,"married","secondary","no","no","cellular","aug",113,-1,"no"
54,"divorced","secondary","no","yes","cellular","jul",364,-1,"no"
50,"married","unknown","no","no","unknown","jun",561,-1,"no"
30,"single","secondary","no","no","cellular","jan",335,-1,"no"
42,"married","secondary","no","no","unknown","may",89,-1,"no"
30,"single","secondary","yes","no","cellular","may",66,-1,"no"
42,"married","secondary","yes","no","cellular","may",123,-1,"no"
41,"married","primary","yes","no","cellular","apr",268,330,"no"
31,"single","secondary","no","no","cellular","aug",131,-1,"no"
43,"married","secondary","no","no","unknown","jun",477,-1,"no"
40,"married","secondary","yes","yes","cellular","jul",105,172,"no"
41,"married","tertiary","yes","no","cellular","jul",269,-1,"no"
44,"married","unknown","yes","no","unknown","may",401,-1,"no"
36,"divorced","tertiary","yes","yes","cellular","nov",73,-1,"no"
37,"single","tertiary","no","no","unknown","may",188,-1,"no"
42,"married","secondary","no","no","cellular","jul",72,-1,"no"
31,"single","secondary","no","no","cellular","aug",336,-1,"no"
48,"married","secondary","no","no","telephone","feb",49,-1,"no"
33,"married","secondary","yes","no","unknown","may",623,-1,"no"
67,"divorced","tertiary","no","no","cellular","oct",411,-1,"yes"
27,"single","secondary","no","yes","unknown","sep",4,-1,"no"
28,"single","secondary","yes","no","cellular","jan",284,196,"no"
31,"married","secondary","no","no","cellular","nov",312,-1,"no"
65,"married","primary","no","no","cellular","apr",43,-1,"no"
31,"married","secondary","yes","no","unknown","may",254,-1,"no"
44,"single","unknown","yes","no","unknown","may",354,-1,"no"
33,"single","secondary","yes","no","cellular","may",49,-1,"no"
30,"married","tertiary","yes","yes","cellular","jul",75,-1,"no"
49,"single","secondary","yes","no","telephone","nov",10,-1,"no"
42,"married","tertiary","yes","no","cellular","may",1148,-1,"yes"
34,"married","secondary","yes","no","unknown","may",134,-1,"no"
52,"married","secondary","no","no","cellular","aug",149,-1,"no"
44,"married","secondary","yes","yes","cellular","jul",102,-1,"no"
48,"married","tertiary","yes","yes","cellular","nov",76,-1,"no"
31,"single","secondary","yes","no","cellular","may",65,299,"no"
44,"married","primary","no","yes","cellular","jul",187,-1,"no"
29,"single","secondary","no","no","cellular","apr",107,-1,"yes"
31,"divorced","tertiary","yes","no","cellular","feb",264,201,"no"
23,"single","secondary","no","no","unknown","aug",4,-1,"no"
71,"single","tertiary","no","no","telephone","jul",195,-1,"no"
55,"divorced","tertiary","yes","no","unknown","may",406,-1,"no"
59,"married","secondary","no","no","cellular","aug",144,-1,"no"
36,"married","primary","yes","no","unknown","may",170,-1,"no"
52,"divorced","primary","yes","no","unknown","may",119,-1,"no"
36,"married","secondary","no","no","unknown","may",24,-1,"no"
48,"single","secondary","yes","yes","cellular","feb",142,189,"no"
55,"married","primary","no","no","unknown","jun",744,-1,"no"
35,"married","tertiary","no","no","cellular","aug",358,-1,"no"
38,"single","tertiary","yes","yes","unknown","jun",26,-1,"no"
62,"married","secondary","no","no","cellular","oct",896,57,"yes"
34,"married","tertiary","yes","no","cellular","mar",113,210,"no"
43,"divorced","secondary","yes","no","unknown","may",124,-1,"no"
39,"married","secondary","no","no","telephone","may",256,-1,"no"
26,"single","secondary","yes","no","cellular","feb",205,253,"no"
32,"married","tertiary","no","no","cellular","mar",126,-1,"yes"
46,"married","tertiary","yes","yes","unknown","may",134,-1,"no"
37,"single","secondary","no","no","unknown","jun",27,-1,"no"
26,"single","tertiary","no","yes","cellular","feb",145,199,"no"
54,"married","tertiary","yes","yes","unknown","may",112,-1,"no"
35,"married","tertiary","yes","no","unknown","may",139,-1,"no"
46,"married","secondary","no","no","cellular","aug",69,-1,"no"
51,"divorced","secondary","no","no","cellular","aug",169,-1,"no"
32,"married","secondary","yes","yes","cellular","jul",247,-1,"no"
73,"married","secondary","no","no","cellular","nov",300,40,"yes"
51,"married","tertiary","yes","no","unknown","may",330,-1,"no"
36,"married","primary","yes","yes","cellular","may",115,-1,"no"
48,"married","unknown","yes","no","unknown","may",175,-1,"no"
74,"married","secondary","no","no","cellular","aug",543,-1,"no"
48,"married","secondary","no","no","cellular","aug",134,-1,"no"
38,"married","primary","yes","no","cellular","may",124,353,"no"
32,"single","secondary","no","yes","cellular","aug",300,-1,"no"
51,"married","tertiary","yes","no","cellular","nov",120,187,"no"
55,"married","secondary","yes","no","cellular","apr",83,-1,"no"
39,"married","tertiary","yes","yes","cellular","jan",123,-1,"no"
40,"married","secondary","no","no","cellular","aug",55,-1,"no"
39,"single","secondary","yes","no","unknown","may",1376,-1,"no"
60,"married","unknown","yes","no","cellular","jan",55,-1,"no"
24,"single","secondary","yes","no","unknown","may",641,-1,"no"
26,"single","secondary","yes","no","cellular","feb",401,272,"no"
37,"married","secondary","yes","no","unknown","may",159,-1,"no"
53,"married","secondary","no","no","cellular","nov",140,-1,"no"
34,"married","secondary","yes","no","cellular","apr",20,238,"no"
41,"married","primary","no","no","telephone","jul",465,-1,"no"
49,"married","tertiary","yes","no","cellular","feb",110,-1,"no"
55,"married","secondary","no","no","unknown","jun",446,-1,"no"
26,"single","tertiary","no","no","cellular","may",327,-1,"no"
36,"single","tertiary","yes","no","cellular","may",855,342,"yes"
58,"married","primary","no","no","cellular","jun",255,-1,"yes"
30,"single","tertiary","no","no","cellular","aug",108,-1,"no"
35,"married","secondary","yes","no","cellular","apr",69,322,"no"
28,"single","secondary","no","yes","cellular","jul",161,-1,"no"
39,"married","tertiary","yes","yes","unknown","may",394,-1,"no"
50,"married","tertiary","yes","no","cellular","feb",195,271,"no"
45,"married","secondary","yes","no","unknown","may",221,-1,"no"
42,"married","secondary","yes","no","unknown","may",515,-1,"no"
31,"single","tertiary","no","no","cellular","aug",82,-1,"no"
31,"single","primary","yes","no","unknown","may",565,-1,"yes"
36,"married","tertiary","yes","no","cellular","jul",150,-1,"no"
28,"single","tertiary","yes","no","unknown","jun",386,-1,"no"
52,"married","secondary","no","no","cellular","feb",153,92,"yes"
72,"divorced","tertiary","no","no","cellular","jul",194,-1,"no"
56,"married","tertiary","yes","no","cellular","nov",250,-1,"no"
36,"married","secondary","yes","no","cellular","may",24,346,"no"
29,"single","secondary","no","no","cellular","aug",485,105,"no"
46,"single","secondary","yes","no","unknown","may",104,-1,"no"
29,"single","secondary","yes","no","unknown","may",106,-1,"no"
45,"married","primary","yes","yes","cellular","may",63,370,"no"
34,"married","secondary","yes","no","cellular","apr",278,-1,"no"
26,"single","tertiary","no","no","cellular","apr",120,-1,"no"
45,"divorced","tertiary","no","no","cellular","aug",490,-1,"yes"
31,"divorced","secondary","yes","no","cellular","jan",1776,-1,"yes"
27,"single","tertiary","no","no","cellular","apr",584,-1,"no"
50,"married","tertiary","no","yes","cellular","apr",337,258,"no"
45,"single","secondary","yes","no","unknown","may",171,-1,"no"
58,"single","tertiary","no","yes","telephone","feb",112,-1,"no"
49,"married","secondary","no","no","cellular","aug",123,-1,"no"
27,"single","secondary","yes","no","unknown","may",825,-1,"no"
31,"single","tertiary","yes","yes","unknown","jun",76,-1,"no"
35,"single","secondary","yes","no","cellular","may",549,300,"yes"
24,"single","secondary","yes","yes","cellular","apr",714,-1,"no"
28,"single","secondary","no","no","cellular","jul",467,-1,"no"
27,"single","secondary","no","no","cellular","jan",503,-1,"no"
29,"married","primary","yes","no","unknown","may",184,-1,"no"
32,"married","secondary","no","no","cellular","feb",12,174,"no"
49,"married","secondary","no","no","unknown","jun",118,-1,"no"
48,"married","primary","yes","no","unknown","may",125,-1,"no"
51,"married","secondary","yes","no","unknown","may",1051,-1,"no"
32,"single","secondary","no","no","cellular","may",156,-1,"no"
42,"married","primary","no","no","unknown","jun",125,-1,"no"
32,"married","tertiary","yes","no","unknown","may",189,-1,"no"
31,"single","tertiary","yes","no","unknown","may",199,-1,"no"
59,"married","tertiary","yes","no","unknown","jun",128,-1,"no"
43,"married","secondary","yes","no","unknown","may",267,-1,"no"
35,"single","primary","yes","no","unknown","may",203,-1,"no"
44,"married","primary","yes","no","cellular","apr",255,-1,"no"
28,"single","tertiary","yes","no","cellular","jul",940,399,"yes"
64,"married","primary","no","no","cellular","dec",232,-1,"yes"
31,"married","tertiary","no","no","cellular","aug",117,-1,"no"
55,"married","secondary","no","yes","cellular","aug",19,-1,"no"
45,"married","secondary","yes","yes","unknown","may",246,-1,"no"
40,"married","secondary","yes","yes","unknown","may",243,-1,"no"
47,"married","tertiary","no","no","cellular","aug",602,-1,"no"
32,"married","secondary","no","no","cellular","aug",87,-1,"no"
70,"divorced","primary","no","no","cellular","apr",82,-1,"yes"
45,"married","unknown","no","no","cellular","aug",168,-1,"no"
29,"married","secondary","yes","no","cellular","may",128,-1,"no"
34,"divorced","secondary","yes","no","cellular","may",131,361,"no"
31,"married","tertiary","no","no","cellular","aug",37,-1,"no"
44,"single","secondary","no","no","cellular","aug",166,99,"yes"
32,"married","secondary","no","no","cellular","jun",115,86,"yes"
40,"married","primary","no","yes","unknown","jun",202,-1,"no"
65,"married","primary","no","no","cellular","apr",72,-1,"no"
59,"married","secondary","no","no","cellular","aug",185,-1,"no"
59,"divorced","secondary","yes","no","unknown","may",248,-1,"no"
43,"single","tertiary","yes","no","cellular","jul",225,-1,"no"
57,"married","primary","yes","no","unknown","may",164,-1,"no"
38,"single","tertiary","yes","no","cellular","nov",167,-1,"no"
56,"single","secondary","yes","no","cellular","may",43,177,"no"
23,"single","secondary","yes","no","cellular","may",857,-1,"no"
53,"married","secondary","yes","no","cellular","aug",201,-1,"no"
52,"married","secondary","no","no","cellular","jul",99,-1,"no"
35,"single","primary","yes","no","unknown","may",597,-1,"no"
52,"divorced","tertiary","yes","no","cellular","aug",131,-1,"no"
31,"single","secondary","yes","no","unknown","jun",52,-1,"no"
45,"married","tertiary","yes","no","cellular","jul",141,-1,"no"
55,"married","secondary","yes","no","unknown","may",310,-1,"no"
53,"single","unknown","no","no","cellular","nov",302,-1,"no"
59,"married","secondary","yes","no","cellular","may",214,-1,"no"
31,"single","secondary","yes","no","cellular","feb",157,268,"no"
33,"married","secondary","yes","no","cellular","may",265,-1,"no"
29,"single","secondary","yes","no","cellular","jul",643,-1,"no"
37,"married","tertiary","no","yes","cellular","jul",568,-1,"no"
56,"divorced","tertiary","yes","no","cellular","jul",51,-1,"no"
56,"married","secondary","no","yes","cellular","aug",93,-1,"no"
27,"single","secondary","no","no","cellular","jul",255,-1,"no"
