age,marital,education,housing,loan,contact,month,duration,pdays,TermDeposit,contacted_before
42,married,secondary,yes,no,cellular,jul,210,,no,0
35,single,secondary,yes,no,cellular,may,863,78.0,yes,1
52,married,secondary,yes,no,unknown,may,35,,no,0
44,single,secondary,no,no,cellular,aug,156,,no,0
30,single,tertiary,no,no,cellular,aug,300,,no,0
55,married,secondary,yes,yes,cellular,feb,116,,no,0
32,married,primary,yes,no,unknown,may,389,,no,0
49,married,tertiary,yes,no,cellular,nov,77,185.0,no,1
60,divorced,secondary,yes,no,cellular,may,655,,yes,0
33,married,secondary,yes,yes,unknown,may,143,,no,0
34,divorced,secondary,yes,no,cellular,may,130,167.0,no,1
37,married,primary,no,no,unknown,jun,199,,no,0
33,married,unknown,no,no,unknown,may,345,,no,0
33,married,secondary,yes,no,cellular,apr,57,,no,0
45,divorced,primary,yes,no,telephone,jul,63,,no,0
45,married,secondary,yes,no,cellular,may,764,,no,0
40,married,tertiary,no,no,cellular,aug,63,,no,0
51,divorced,primary,yes,no,cellular,jul,85,,no,0
59,married,secondary,no,no,cellular,aug,198,180.0,yes,1
34,single,secondary,no,no,cellular,aug,54,,no,0
50,single,secondary,yes,no,unknown,may,104,,no,0
45,married,primary,yes,yes,cellular,jan,503,224.0,no,1
40,divorced,tertiary,no,no,cellular,aug,162,,no,0
40,married,secondary,yes,no,cellular,jul,223,,no,0
38,divorced,secondary,yes,no,cellular,nov,230,,no,0
57,divorced,secondary,yes,no,unknown,jun,818,,no,0
35,married,secondary,yes,yes,unknown,jun,369,,no,0
33,married,tertiary,no,no,cellular,jul,362,,no,0
36,single,primary,no,no,cellular,may,396,172.0,no,1
37,single,secondary,yes,no,cellular,apr,218,,no,0
29,married,tertiary,no,no,cellular,may,473,,yes,0
27,married,secondary,yes,no,unknown,may,141,,no,0
31,married,tertiary,no,no,cellular,apr,343,,no,0
37,single,tertiary,yes,no,cellular,may,133,,no,0
35,married,secondary,yes,yes,cellular,aug,80,273.0,no,1
46,married,secondary,yes,no,cellular,sep,108,129.0,yes,1
32,married,secondary,yes,yes,unknown,may,59,,no,0
30,single,secondary,no,no,cellular,aug,60,,no,0
43,married,unknown,no,no,unknown,jun,45,,no,0
58,married,tertiary,no,yes,cellular,jul,138,,no,0
38,married,secondary,yes,no,cellular,may,198,,no,0
32,married,secondary,yes,yes,unknown,may,51,,no,0
37,married,primary,yes,no,cellular,apr,252,,no,0
51,married,tertiary,no,no,cellular,nov,134,192.0,yes,1
46,married,unknown,yes,no,cellular,jan,68,,no,0
45,divorced,secondary,no,no,cellular,jul,216,,no,0
64,married,secondary,no,no,cellular,feb,144,175.0,no,1
52,divorced,tertiary,no,no,unknown,jun,644,,no,0
38,married,secondary,no,no,cellular,aug,320,,no,0
56,single,secondary,yes,no,cellular,may,311,368.0,yes,1
41,single,secondary,no,no,unknown,jun,178,,no,0
33,single,secondary,no,no,cellular,feb,18,6.0,no,1
45,married,tertiary,no,yes,cellular,jul,112,,no,0
28,single,secondary,yes,no,cellular,may,33,367.0,no,1
39,married,tertiary,yes,yes,unknown,may,127,,no,0
34,single,secondary,yes,no,cellular,may,379,169.0,no,1
47,divorced,secondary,yes,no,unknown,jun,339,,no,0
34,married,secondary,yes,no,cellular,may,53,262.0,no,1
27,married,secondary,yes,no,unknown,jun,132,,no,0
30,single,secondary,no,no,cellular,nov,95,,no,0
31,single,secondary,yes,no,cellular,apr,400,,no,0
51,married,secondary,yes,no,cellular,jul,149,,no,0
52,divorced,primary,yes,yes,cellular,apr,709,,yes,0
58,married,primary,yes,no,cellular,may,147,359.0,no,1
45,divorced,secondary,yes,no,unknown,may,179,,no,0
33,divorced,secondary,yes,yes,cellular,may,186,350.0,no,1
45,single,tertiary,no,no,cellular,sep,800,102.0,yes,1
43,single,secondary,no,yes,cellular,jul,173,,no,0
25,single,tertiary,no,no,cellular,jul,137,,no,0
36,married,tertiary,no,no,cellular,aug,92,,no,0
55,married,secondary,no,no,unknown,jun,170,,no,0
38,married,secondary,no,no,cellular,may,167,,no,0
30,married,secondary,yes,no,unknown,may,293,,no,0
46,divorced,primary,yes,no,cellular,may,472,,no,0
58,married,secondary,no,no,cellular,jul,95,,no,0
48,married,tertiary,yes,no,telephone,jul,350,,no,0
37,divorced,tertiary,yes,yes,unknown,jun,545,,no,0
60,married,secondary,no,no,cellular,aug,433,,no,0
24,married,secondary,yes,no,cellular,may,209,321.0,no,1
56,married,secondary,yes,no,telephone,may,145,,no,0
54,married,primary,no,no,cellular,jun,236,,yes,0
42,single,secondary,yes,no,unknown,jun,46,,no,0
34,married,secondary,yes,no,unknown,may,684,,no,0
57,married,secondary,no,no,cellular,apr,319,86.0,no,1
53,divorced,secondary,yes,yes,cellular,jul,135,,no,0
28,single,secondary,yes,no,cellular,may,485,88.0,yes,1
31,single,secondary,no,no,cellular,may,10,87.0,no,1
58,divorced,secondary,no,no,telephone,oct,228,,yes,0
35,divorced,secondary,no,no,cellular,may,669,312.0,yes,1
47,divorced,secondary,no,no,unknown,may,360,,no,0
38,married,unknown,yes,no,cellular,may,233,,no,0
31,single,tertiary,yes,no,unknown,may,38,,no,0
57,married,tertiary,no,yes,cellular,jul,99,,no,0
22,married,secondary,yes,no,unknown,may,101,,no,0
46,divorced,secondary,no,no,cellular,aug,126,,no,0
60,married,tertiary,yes,no,cellular,aug,75,274.0,no,1
39,single,secondary,yes,no,cellular,nov,43,111.0,no,1
45,married,secondary,yes,no,unknown,jun,91,,no,0
33,divorced,tertiary,yes,no,unknown,may,279,,no,0
45,married,secondary,yes,no,unknown,may,295,,no,0
37,married,secondary,yes,no,cellular,jul,185,,no,0
40,divorced,secondary,no,no,unknown,may,111,,no,0
35,married,secondary,yes,no,cellular,jan,114,,no,0
33,divorced,secondary,yes,no,cellular,jul,268,,no,0
50,divorced,tertiary,no,no,cellular,aug,76,,no,0
32,married,primary,yes,no,cellular,apr,38,329.0,no,1
33,married,secondary,yes,no,cellular,may,11,,no,0
59,married,primary,yes,no,unknown,jun,11,,no,0
45,married,unknown,no,no,unknown,jun,158,,no,0
60,single,tertiary,no,yes,cellular,jul,79,,no,0
60,married,secondary,no,no,cellular,jul,64,,no,0
37,married,secondary,yes,no,unknown,may,295,,no,0
40,single,tertiary,yes,no,unknown,may,97,,no,0
55,divorced,tertiary,yes,no,cellular,sep,84,589.0,no,1
50,married,secondary,no,yes,unknown,jun,26,,no,0
39,married,tertiary,yes,no,cellular,jul,894,,yes,0
45,married,secondary,no,no,unknown,jun,82,,no,0
32,married,secondary,yes,no,cellular,jul,59,,no,0
36,married,tertiary,no,no,cellular,apr,216,,yes,0
46,married,tertiary,no,yes,cellular,aug,120,,no,0
35,married,secondary,yes,no,unknown,aug,5,14.0,no,1
44,single,secondary,yes,no,cellular,nov,530,,no,0
47,married,primary,yes,yes,cellular,aug,138,,no,0
40,divorced,secondary,yes,no,cellular,aug,142,,no,0
34,divorced,secondary,no,yes,cellular,jul,142,,no,0
43,single,primary,no,no,cellular,feb,224,,no,0
31,single,tertiary,no,no,cellular,aug,371,,no,0
31,married,tertiary,yes,no,cellular,jul,72,,no,0
61,married,secondary,no,no,cellular,nov,632,93.0,no,1
37,single,tertiary,no,yes,cellular,jan,147,,no,0
38,married,secondary,no,yes,unknown,jul,131,,no,0
58,divorced,tertiary,no,no,cellular,feb,56,,no,0
34,married,tertiary,yes,yes,cellular,jul,127,,no,0
53,married,primary,no,no,cellular,aug,156,,no,0
32,married,secondary,no,no,cellular,aug,306,,no,0
39,married,secondary,yes,no,cellular,aug,344,,no,0
25,single,primary,yes,no,unknown,may,97,,no,0
31,married,tertiary,no,yes,cellular,jan,157,182.0,no,1
54,married,primary,yes,no,cellular,jul,159,,no,0
37,single,secondary,no,no,cellular,feb,187,8.0,no,1
36,married,primary,yes,no,cellular,may,152,,no,0
37,single,secondary,yes,no,unknown,may,152,,no,0
41,married,secondary,yes,no,cellular,may,432,,no,0
47,married,secondary,no,no,unknown,jun,9,,no,0
40,divorced,secondary,no,no,unknown,jun,140,,no,0
40,married,secondary,yes,no,cellular,jul,87,,no,0
51,single,secondary,yes,no,unknown,jun,1248,,yes,0
38,single,tertiary,no,no,telephone,jul,293,,no,0
46,divorced,secondary,no,no,telephone,aug,135,,no,0
59,married,secondary,no,yes,cellular,aug,125,,no,0
28,single,secondary,no,no,telephone,oct,317,108.0,no,1
30,married,tertiary,yes,yes,cellular,jul,91,,no,0
43,married,secondary,no,no,cellular,jul,58,,no,0
56,single,tertiary,yes,no,cellular,jan,374,,no,0
33,married,primary,yes,no,unknown,may,143,,no,0
53,single,secondary,yes,no,cellular,may,101,,no,0
37,married,secondary,no,no,cellular,aug,98,,no,0
31,married,tertiary,no,no,cellular,nov,138,84.0,no,1
45,married,secondary,yes,no,telephone,jan,227,187.0,no,1
33,married,primary,yes,no,unknown,may,428,,no,0
34,single,tertiary,yes,no,cellular,aug,267,,no,0
56,married,secondary,yes,no,cellular,jul,897,,no,0
37,married,secondary,yes,no,cellular,jul,418,,no,0
23,single,secondary,yes,no,unknown,may,1183,,yes,0
35,single,tertiary,yes,yes,cellular,may,185,,no,0
34,married,tertiary,yes,no,cellular,nov,386,,no,0
51,married,tertiary,no,no,telephone,nov,81,,no,0
37,married,secondary,yes,yes,cellular,may,302,,no,0
46,married,secondary,no,yes,cellular,aug,139,,no,0
48,married,primary,no,no,unknown,jun,105,,no,0
52,married,secondary,no,no,cellular,jul,310,,no,0
26,single,tertiary,no,no,cellular,jul,297,,no,0
33,single,tertiary,yes,no,cellular,jun,271,84.0,yes,1
33,single,tertiary,no,no,cellular,jan,348,,no,0
35,married,primary,no,no,cellular,may,706,,no,0
48,single,secondary,yes,no,cellular,apr,81,287.0,no,1
27,single,secondary,yes,yes,cellular,may,5,,no,0
50,married,primary,no,no,telephone,oct,382,,no,0
58,married,secondary,yes,no,unknown,may,80,,no,0
43,married,primary,yes,yes,unknown,may,420,,no,0
33,single,tertiary,yes,no,cellular,aug,97,,no,0
30,married,tertiary,no,no,cellular,aug,157,,no,0
51,married,primary,yes,no,cellular,jul,582,,yes,0
38,married,primary,yes,no,cellular,may,165,,no,0
29,married,secondary,no,no,cellular,jul,131,,no,0
29,divorced,tertiary,yes,yes,unknown,may,240,,no,0
42,divorced,secondary,yes,no,cellular,nov,136,131.0,no,1
35,married,primary,yes,no,cellular,may,195,359.0,no,1
60,married,unknown,no,no,telephone,jun,125,,no,0
51,divorced,primary,no,no,cellular,jul,600,,yes,0
35,single,tertiary,no,no,cellular,jul,200,181.0,yes,1
28,single,tertiary,no,no,cellular,nov,106,,no,0
39,married,tertiary,yes,no,cellular,nov,554,,no,0
48,married,tertiary,yes,no,cellular,feb,316,,no,0
31,single,tertiary,no,no,cellular,aug,45,,no,0
29,married,tertiary,yes,no,unknown,may,143,,no,0
49,married,secondary,yes,no,cellular,aug,161,410.0,no,1
35,divorced,primary,yes,no,cellular,may,296,,no,0
45,married,tertiary,no,no,cellular,jan,125,2.0,no,1
40,divorced,tertiary,no,yes,cellular,jul,125,,no,0
42,single,secondary,yes,no,cellular,may,1805,,no,0
31,single,secondary,no,no,cellular,aug,312,,no,0
35,divorced,secondary,yes,no,unknown,may,76,,no,0
38,married,secondary,yes,yes,unknown,may,170,,no,0
41,married,secondary,yes,no,unknown,jun,62,,no,0
35,divorced,tertiary,yes,no,cellular,apr,75,,no,0
57,married,primary,yes,no,unknown,may,155,,no,0
29,single,tertiary,yes,no,unknown,jun,233,,no,0
35,married,secondary,no,no,unknown,jun,121,,no,0
26,single,secondary,no,no,cellular,aug,125,,yes,0
32,married,secondary,yes,yes,cellular,may,179,,no,0
60,married,secondary,yes,no,unknown,may,113,,no,0
30,married,tertiary,yes,no,cellular,jul,124,,no,0
30,single,tertiary,yes,yes,unknown,may,967,,yes,0
43,married,secondary,yes,yes,unknown,may,277,,no,0
37,single,tertiary,yes,no,cellular,nov,389,172.0,no,1
56,married,secondary,no,no,cellular,apr,484,135.0,no,1
42,married,primary,yes,yes,telephone,nov,136,179.0,no,1
57,divorced,primary,no,no,unknown,may,17,,no,0
48,married,primary,no,no,unknown,jun,409,,no,0
64,married,secondary,no,no,cellular,feb,104,,no,0
49,married,secondary,no,no,cellular,jul,115,,no,0
48,married,unknown,no,no,cellular,feb,134,8.0,no,1
54,married,tertiary,yes,no,unknown,may,302,,no,0
39,married,tertiary,no,no,cellular,jul,665,,no,0
38,married,secondary,yes,no,cellular,may,472,,no,0
29,divorced,secondary,no,no,unknown,may,192,,no,0
52,single,primary,yes,no,cellular,nov,217,,no,0
55,married,primary,yes,no,cellular,aug,148,,no,0
43,married,secondary,no,no,cellular,may,60,371.0,no,1
28,married,secondary,yes,no,cellular,apr,156,325.0,no,1
33,married,primary,yes,no,cellular,may,159,346.0,no,1
58,married,secondary,no,no,unknown,jun,206,,no,0
36,divorced,secondary,no,no,cellular,jul,83,,no,0
36,married,tertiary,yes,yes,cellular,apr,84,,no,0
37,divorced,secondary,no,no,cellular,feb,118,272.0,no,1
36,divorced,tertiary,yes,no,cellular,jul,180,,no,0
40,married,tertiary,no,no,unknown,jun,222,,no,0
43,married,primary,yes,no,unknown,may,170,,no,0
46,married,tertiary,no,no,cellular,jul,126,,no,0
41,single,secondary,no,no,cellular,aug,420,,no,0
53,married,primary,yes,no,unknown,jun,714,,no,0
45,married,primary,yes,no,cellular,feb,211,,no,0
32,married,tertiary,yes,yes,cellular,jul,86,,no,0
56,married,secondary,yes,yes,cellular,may,556,181.0,yes,1
46,married,secondary,no,no,telephone,aug,67,,no,0
31,single,secondary,yes,no,cellular,may,241,347.0,no,1
33,divorced,secondary,no,no,unknown,jun,66,,no,0
42,married,secondary,yes,no,cellular,may,365,,no,0
33,married,secondary,yes,no,cellular,nov,809,181.0,no,1
31,single,secondary,yes,no,unknown,may,374,,no,0
29,married,primary,yes,no,cellular,may,149,,no,0
34,single,secondary,no,no,cellular,jan,377,,yes,0
56,divorced,secondary,no,yes,cellular,jul,234,,no,0
27,married,tertiary,yes,no,cellular,jul,123,,no,0
29,married,secondary,yes,no,cellular,jul,327,,no,0
31,single,secondary,yes,no,cellular,nov,258,,no,0
42,married,tertiary,no,no,cellular,aug,370,91.0,yes,1
35,married,unknown,no,no,unknown,jun,159,,no,0
47,single,secondary,no,no,cellular,nov,144,,no,0
47,married,secondary,no,no,cellular,oct,105,,yes,0
59,divorced,secondary,yes,no,cellular,apr,720,,yes,0
28,single,secondary,yes,yes,cellular,apr,219,322.0,no,1
29,single,tertiary,no,no,cellular,may,51,179.0,no,1
58,married,secondary,no,no,unknown,jun,315,,no,0
35,single,primary,yes,no,telephone,may,13,,no,0
60,married,secondary,no,no,cellular,may,321,87.0,no,1
38,married,tertiary,yes,yes,cellular,aug,82,,no,0
47,married,unknown,yes,no,unknown,may,18,,no,0
39,married,primary,yes,yes,unknown,jun,235,,no,0
34,single,secondary,yes,yes,unknown,jun,294,,no,0
49,married,secondary,yes,no,telephone,oct,97,,yes,0
36,married,primary,no,no,unknown,jun,236,,no,0
60,divorced,secondary,yes,no,cellular,jul,261,,no,0
30,married,secondary,yes,no,cellular,may,165,,no,0
36,single,tertiary,no,no,cellular,nov,118,104.0,no,1
51,married,secondary,yes,no,telephone,jul,57,,no,0
68,married,secondary,no,no,cellular,feb,475,,yes,0
55,married,unknown,no,no,cellular,jan,271,,no,0
23,married,secondary,yes,yes,unknown,may,87,,no,0
25,single,secondary,yes,no,cellular,may,663,,no,0
42,divorced,secondary,no,no,cellular,jul,109,,no,0
46,married,secondary,yes,no,cellular,jan,219,2.0,no,1
44,divorced,secondary,no,no,cellular,jul,637,,no,0
40,single,tertiary,no,yes,cellular,nov,657,,no,0
30,single,secondary,no,no,cellular,jan,67,,no,0
35,single,tertiary,no,no,cellular,aug,172,,yes,0
56,divorced,primary,no,no,cellular,nov,303,,no,0
53,married,secondary,yes,no,cellular,feb,66,264.0,no,1
35,married,tertiary,no,yes,cellular,feb,117,12.0,no,1
46,married,secondary,yes,no,cellular,jul,185,,no,0
42,single,tertiary,no,no,cellular,jul,2516,,yes,0
52,married,tertiary,no,no,telephone,feb,48,,no,0
32,single,tertiary,yes,no,unknown,may,74,,no,0
47,married,primary,no,yes,cellular,nov,125,,no,0
55,married,secondary,yes,no,cellular,nov,193,186.0,no,1
44,married,secondary,yes,no,unknown,jun,94,,no,0
43,single,tertiary,yes,yes,cellular,jul,30,,no,0
36,married,secondary,no,no,cellular,jul,151,,no,0
33,divorced,secondary,yes,no,cellular,may,244,359.0,no,1
24,married,primary,no,no,cellular,may,337,,no,0
44,married,secondary,yes,no,cellular,jan,64,,no,0
45,married,secondary,yes,no,unknown,may,340,,no,0
42,married,primary,yes,no,cellular,feb,97,198.0,no,1
52,married,unknown,yes,no,cellular,jan,219,254.0,no,1
32,single,secondary,no,yes,unknown,jul,957,,no,0
30,married,secondary,no,no,unknown,jun,7,,no,0
27,single,primary,yes,no,cellular,jul,120,,no,0
51,married,secondary,no,no,cellular,aug,56,,no,0
35,single,secondary,no,no,unknown,jun,190,,no,0
32,married,secondary,yes,no,unknown,may,348,,no,0
30,single,secondary,yes,no,cellular,apr,172,,no,0
40,married,secondary,no,no,unknown,jun,144,,no,0
26,single,tertiary,yes,no,cellular,may,221,364.0,no,1
31,married,secondary,yes,no,cellular,jul,147,,no,0
45,married,secondary,yes,yes,unknown,may,251,,no,0
37,single,secondary,yes,no,cellular,apr,417,57.0,no,1
38,married,secondary,yes,no,cellular,feb,334,,no,0
40,married,secondary,yes,yes,cellular,feb,226,,no,0
27,single,tertiary,yes,no,cellular,jul,678,,no,0
50,divorced,primary,yes,no,cellular,jul,407,,no,0
46,single,secondary,yes,no,unknown,may,244,,no,0
37,single,secondary,no,no,cellular,jul,259,,no,0
28,married,tertiary,yes,no,cellular,jul,189,,no,0
45,single,tertiary,yes,no,unknown,may,111,,no,0
37,married,secondary,yes,yes,unknown,may,160,,no,0
30,single,tertiary,yes,no,telephone,may,36,165.0,no,1
36,single,secondary,yes,no,cellular,may,61,371.0,no,1
54,single,tertiary,yes,no,cellular,jul,674,,yes,0
57,married,secondary,no,no,cellular,feb,79,187.0,no,1
36,single,tertiary,yes,no,cellular,may,212,,no,0
51,married,primary,yes,no,unknown,may,140,,no,0
60,married,secondary,no,no,unknown,may,132,,no,0
41,divorced,secondary,yes,yes,cellular,may,16,,no,0
36,married,tertiary,no,no,cellular,aug,90,,no,0
59,married,primary,yes,no,unknown,may,695,,yes,0
40,divorced,tertiary,no,no,cellular,aug,159,,no,0
43,married,secondary,no,no,cellular,aug,103,,no,0
60,married,secondary,yes,no,unknown,may,483,,no,0
45,divorced,secondary,no,no,cellular,jul,395,,no,0
48,married,secondary,yes,no,unknown,jun,203,,no,0
33,married,tertiary,no,no,cellular,feb,433,,no,0
35,single,secondary,no,yes,cellular,may,357,175.0,no,1
35,married,tertiary,no,no,cellular,nov,59,,no,0
71,married,secondary,no,no,cellular,jun,201,,no,0
59,married,secondary,no,no,cellular,aug,154,97.0,no,1
37,single,secondary,yes,no,cellular,may,126,,no,0
32,single,secondary,no,no,cellular,aug,486,286.0,no,1
48,married,secondary,no,yes,cellular,aug,524,,no,0
56,married,secondary,no,no,cellular,aug,115,,no,0
32,single,tertiary,yes,no,cellular,mar,283,,yes,0
29,single,tertiary,yes,no,cellular,feb,102,12.0,no,1
58,married,primary,no,no,telephone,nov,188,,no,0
28,married,secondary,no,no,cellular,may,236,,yes,0
52,married,primary,no,no,unknown,jun,85,,no,0
58,married,secondary,no,yes,cellular,may,294,309.0,no,1
38,divorced,secondary,no,no,unknown,jun,50,,no,0
34,married,secondary,yes,no,cellular,may,68,357.0,no,1
32,married,primary,yes,no,unknown,may,297,,no,0
34,married,secondary,no,no,cellular,aug,209,,no,0
61,married,unknown,yes,no,cellular,may,254,359.0,no,1
40,married,tertiary,no,no,cellular,may,87,,no,0
28,single,tertiary,no,no,cellular,feb,48,,no,0
40,married,secondary,yes,no,unknown,may,266,,no,0
45,married,secondary,no,no,unknown,jun,76,,no,0
42,married,primary,no,yes,unknown,jun,48,,no,0
51,married,unknown,yes,no,unknown,may,202,,no,0
57,married,primary,no,yes,cellular,jul,87,,no,0
29,single,tertiary,yes,no,unknown,jun,91,,no,0
32,single,primary,no,no,cellular,nov,348,,no,0
48,married,primary,no,no,unknown,jun,37,,no,0
56,married,secondary,no,no,cellular,aug,105,,no,0
40,married,secondary,yes,no,cellular,jul,117,,no,0
53,married,secondary,no,no,cellular,jul,79,,no,0
34,married,secondary,no,no,cellular,aug,82,,no,0
51,married,tertiary,yes,no,cellular,jul,168,,no,0
38,single,secondary,no,no,unknown,mar,10,,no,0
46,married,tertiary,no,no,telephone,jul,104,,no,0
35,single,secondary,no,yes,cellular,jul,480,,no,0
35,divorced,tertiary,yes,no,cellular,feb,114,,no,0
37,divorced,secondary,yes,yes,cellular,may,17,,no,0
30,single,tertiary,no,no,cellular,aug,88,,no,0
53,married,secondary,yes,no,cellular,feb,267,,no,0
35,single,secondary,yes,no,unknown,may,272,,no,0
29,married,tertiary,yes,no,cellular,jul,408,,no,0
